SalesOrderNumber,SalesAmount,Sconto applicato,Prezzo finale
SO44514,42563.59,0,42563.590000000004
SO65263,42553.17,0,42553.17
SO50301,42534.05,5.7278,42528.3222
SO49865,42619.98,118.07379999999999,42501.90620000001
SO50664,42463.9,0,42463.90000000001
SO46652,43074.5,636.3893999999999,42438.1106
SO47054,42607.68,211.41,42396.270000000004
SO44095,42340.98,0,42340.97999999999
SO46622,42319.29,56.5872,42262.7028
SO44743,42254.49,0,42254.490000000005
SO67279,42195.77,0,42195.77
SO51760,45750.86,3562.4159999999993,42188.444
SO44314,42088.82,0,42088.82
SO48751,42079.39,0,42079.39000000001
SO44561,42033.72,0,42033.72
SO67314,42024.35,80.53470000000002,41943.81530000001
SO44487,41868.83,0,41868.83
SO55251,41875.61,45.1944,41830.415600000015
SO61218,41797.92,7.514400000000001,41790.40560000001
SO47677,41683.27,4.2922,41678.977800000015
SO69464,42038.22,366.26789999999994,41671.95210000001
SO48764,41665.5,0,41665.5
SO50298,41637.5,0,41637.5
SO69550,41619.17,0,41619.170000000006
SO49502,41602.35,0,41602.35000000001
SO51755,41563.29,0,41563.28999999999
SO49116,41513.05,0,41513.05000000001
SO44525,41473.93,21.152,41452.77799999999
SO67346,41375.1,0,41375.1
SO47664,41414.92,49.400000000000006,41365.520000000004
SO43873,41250.48,0,41250.479999999996
SO50292,41211.53,0,41211.53
SO50673,41158.72,0,41158.72000000001
SO51148,43748.53,2647.6259999999993,41100.903999999995
SO44551,41097.57,0,41097.57000000001
SO49465,41071.7,0,41071.70000000001
SO65177,41107.39,84.62920000000001,41022.76079999999
SO47026,41020.15,0,41020.15
SO48049,41010.24,5.2872,41004.95279999999
SO46966,40982.53,4.8466000000000005,40977.6834
SO59010,41011.42,44.6681,40966.7519
SO51130,40912.13,0,40912.13000000001
SO57128,40829.35,0,40829.350000000006
SO45804,40814.76,0,40814.76
SO58946,40971.25,169.1064,40802.143599999996
SO45547,40766.8,0,40766.8
SO45785,40766.04,0,40766.04000000001
SO46334,57018.54,16310,40708.54
SO44799,40706.65,0,40706.65
SO45782,40710.04,4.707,40705.33299999999
SO53505,40738.92,56.02850000000001,40682.891500000005
SO45042,40648.3,0,40648.3
SO45273,40634.8,0,40634.8
SO55287,40621.64,10.5534,40611.08660000001
SO50191,40517.88,0,40517.88
SO44113,40510.23,0,40510.23
SO57154,40517.91,51.020799999999994,40466.889200000005
SO57132,40500.69,44.293400000000005,40456.39660000001
SO57037,40447.3,8.9298,40438.370200000005
SO49090,40433.21,0,40433.210000000014
SO46974,40429.65,30.408700000000003,40399.241299999994
SO65319,40349.67,0,40349.670000000006
SO44282,40341.04,0,40341.04
SO49532,40309.84,0,40309.84000000001
SO53500,43381.4,3109.876,40271.52400000001
SO49894,40267.18,0,40267.18
SO53454,40311.86,56.5004,40255.359599999996
SO48758,40230.81,0,40230.80999999999
SO44742,40150.87,1.2024,40149.66760000001
SO47996,40134.58,0,40134.57999999998
SO59018,40106.53,0,40106.53
SO51763,40110.31,17.4998,40092.81019999999
SO69536,40637.97,551.3298,40086.6402
SO47976,40061.6,19.8455,40041.7545
SO61195,40282.33,256.5082,40025.8218
SO57042,39988.61,0,39988.610000000015
SO47028,39992.73,5.2872,39987.44279999999
SO47387,39972.08,0,39972.08
SO53478,39956.33,32.7165,39923.6135
SO63223,39929.37,16.0056,39913.3644
SO47012,40697.64,812.3746,39885.2654
SO55268,39931.27,102.069,39829.200999999994
SO67263,39822.61,32.7165,39789.89350000001
SO55239,39810.48,40.414500000000004,39770.0655
SO45289,39750.03,0,39750.03
SO51818,39731.43,0,39731.43000000001
SO59027,39723.38,0,39723.38
SO48077,39684.48,16.7702,39667.70980000001
SO49833,39666.03,0,39666.03
SO55248,39605.36,9.575800000000001,39595.7842
SO48775,39579.37,0,39579.37000000001
SO53475,39785.15,219.4747,39565.675299999995
SO45047,39661.44,113.5344,39547.9056
SO50203,40060.02,574.9282,39485.091799999995
SO47378,39496.39,18.801,39477.58900000001
SO43916,39450.74,0,39450.74000000001
SO67260,39459.09,8.8392,39450.250799999994
SO51838,39403.53,0,39403.53
SO63266,39392.09,0,39392.09
SO43695,39373.69,0,39373.69
SO46969,39373.21,0,39373.21000000001
SO47413,39384.66,17.7565,39366.90349999999
SO65178,39291.2,0,39291.2
SO49827,39298.77,15.7366,39283.03339999999
SO46062,39274.27,1.4028,39272.8672
SO61179,39248.14,0,39248.13999999999
SO44507,39244.22,0,39244.22000000001
SO50748,39339.3,108.9912,39230.3088
SO65232,39224.84,9.7416,39215.0984
SO58930,39133.71,0,39133.71000000001
SO48066,39130.17,5.7278,39124.442200000005
SO46947,39070.76,43.869,39026.890999999996
SO49124,38994.05,0,38994.05
SO57093,38991.51,0,38991.51
SO51875,42550.24,3572.126,38978.114
SO63179,38849.1,8.8392,38840.26080000001
SO47353,38836.84,18.801,38818.039
SO43881,38822.32,5.4915,38816.8285
SO53531,38783.09,0,38783.09000000001
SO50682,38777.8,0,38777.8
SO45323,38694.97,1.1022,38693.86779999999
SO45056,38655.41,0,38655.409999999996
SO49869,38664.07,21.9345,38642.135500000004
SO44540,38638.7,0,38638.7
SO47006,38625.9,21.999200000000002,38603.900799999996
SO63283,38585.97,11.3652,38574.60480000001
SO51775,38552.13,8.347,38543.782999999996
SO55323,38600.26,66.3956,38533.864400000006
SO43692,38510.9,0,38510.89999999999
SO47962,38499.6,0,38499.6
SO53471,38495.93,0,38495.92999999999
SO43864,38474.28,0,38474.280000000006
SO50235,38464.45,0,38464.450000000004
SO47967,38408.17,0,38408.16999999999
SO50675,38382.43,0,38382.43000000001
SO58981,38411.61,31.3928,38380.21720000001
SO51722,38335.23,0,38335.23
SO49058,38334.47,0,38334.470000000016
SO48053,38319.8,0,38319.799999999996
SO44566,38308.8,0,38308.8
SO49061,38306.24,20.89,38285.35
SO49467,38254.32,0,38254.320000000014
SO48373,38235.67,0,38235.66999999999
SO46972,38189.01,0,38189.009999999995
SO49860,37997.61,0,37997.61
SO57036,37891.64,0,37891.64000000001
SO50681,37815.67,0,37815.67000000001
SO55252,37835.19,20.8658,37814.3242
SO46077,37779.33,0,37779.33
SO65278,37965.72,304.2072,37661.512800000004
SO46624,37667.98,17.7565,37650.2235
SO48299,37656.24,7.2488,37648.9912
SO50756,37658.57,15.667500000000002,37642.9025
SO45534,37591.98,0,37591.98
SO44757,37591.57,0,37591.57
SO51715,37573.36,32.7165,37540.643500000006
SO44081,37536.93,0,37536.93
SO65215,37520.52,0,37520.520000000004
SO44304,37499.47,0,37499.47
SO47411,37498.36,18.801,37479.559
SO57074,37420.69,0,37420.69
SO51836,37414.61,0,37414.61000000001
SO50290,37329.33,0,37329.329999999994
SO58971,37354.91,31.508000000000003,37323.402
SO47434,37289.51,4.8466000000000005,37284.663400000005
SO49851,37240.03,23.4428,37216.587199999994
SO59058,37209.34,0,37209.340000000004
SO46626,37250.76,42.590199999999996,37208.169799999996
SO61190,37228.94,26.486900000000002,37202.4531
SO50687,37150.2,0,37150.2
SO46604,37182.43,41.545700000000004,37140.8843
SO55291,37477.18,359.5176,37117.6624
SO63136,37100.38,0,37100.38
SO48741,37019.86,0,37019.86
SO65207,36952.48,10.3124,36942.16759999999
SO51088,36907.22,0,36907.22
SO67349,36966.28,80.91940000000001,36885.360600000015
SO50210,36879.21,0,36879.20999999999
SO48766,36874.5,0,36874.49999999999
SO49481,36892.15,41.745200000000004,36850.4048
SO67343,36869.26,38.7791,36830.4809
SO43913,36724.06,0,36724.05999999999
SO51081,36828.1,126.9528,36701.14720000001
SO59074,36759.16,77.1626,36681.99740000001
SO49541,36603.09,0,36603.090000000004
SO46610,36643.31,71.3466,36571.9634
SO50242,36530.4,0,36530.399999999994
SO48031,36535.37,21.9345,36513.4355
SO49468,36476.15,0,36476.15000000001
SO49877,36459.67,0,36459.67
SO48063,36400.99,0,36400.990000000005
SO48001,36401.58,4.8466000000000005,36396.73340000001
SO65183,36395.95,0,36395.95
SO53580,36443.46,63.508500000000005,36379.95150000001
SO58910,36336.06,0,36336.06
SO48351,36324.67,18.801,36305.86899999999
SO48017,36319.51,15.120000000000001,36304.39000000001
SO48293,36285.41,19.8455,36265.56449999999
SO48370,36234.29,0,36234.29000000001
SO49832,36211.31,5.2872,36206.0228
SO50747,36204.04,0,36204.04
SO49855,36148.5,33.8804,36114.61960000001
SO63281,36065.67,0,36065.67
SO45524,36045.87,0,36045.869999999995
SO48730,35989.59,5.2872,35984.3028
SO43668,35944.19,0,35944.18999999999
SO58995,35833.97,0,35833.97000000001
SO51773,35829.96,8.7668,35821.193199999994
SO67289,35848.21,39.06099999999999,35809.149000000005
SO55283,35803.27,11.6732,35791.596800000014
SO48770,35818.99,53.2,35765.79
SO58928,35757.92,0,35757.92
SO55253,35856.46,123.7165,35732.743500000004
SO57067,35788.74,75.3766,35713.363399999995
SO46630,35728.17,28.8352,35699.334800000004
SO57097,35695.4,0,35695.399999999994
SO69501,35812.15,135.60000000000002,35676.549999999996
SO63155,35670.6,0,35670.600000000006
SO44506,35651.1,0,35651.100000000006
SO58944,35636.56,20.295,35616.26500000001
SO48021,35564.73,0,35564.729999999996
SO59075,35546.74,8.1026,35538.63740000001
SO69544,35536.53,0,35536.53
SO51853,35572.92,76.98,35495.94000000001
SO48292,35439.94,21.9345,35418.0055
SO48317,35416.88,0,35416.88
SO44130,35410.92,0,35410.920000000006
SO58996,35390.24,0,35390.240000000005
SO49169,35380.52,0,35380.52
SO61224,35379.24,0,35379.240000000005
SO47991,35296.39,5.2872,35291.1028
SO69444,35676.38,404.4009,35271.97910000001
SO48350,35310.01,58.900000000000006,35251.10999999999
SO67268,35533.44,324.2065,35209.2335
SO51100,35150.88,0,35150.88000000001
SO47700,35153.06,10.4376,35142.622400000015
SO69515,35131.13,0,35131.13
SO45795,35123.38,0,35123.37999999999
SO69450,35047.5,0,35047.5
SO51111,35178.88,143.579,35035.30100000001
SO47352,35038.9,56.5872,34982.31280000001
SO44505,34977.99,0,34977.99
SO51101,35028.44,59.398599999999995,34969.04140000001
SO50702,34930.43,0,34930.43
SO49527,34916.34,0,34916.34
SO50676,34898.97,5.7278,34893.24219999999
SO53526,34892.39,1.2504000000000002,34891.1396
SO53508,36687.35,1915.411,34771.93899999999
SO44792,34754.81,1.3224,34753.4876
SO45341,34740.22,1.5428,34738.6772
SO48036,34847.68,129.7138,34717.9662
SO59023,34703.8,8.1026,34695.69740000001
SO47662,34688.79,7.2488,34681.5412
SO58974,34755.98,116.4723,34639.5077
SO43900,34628.23,0,34628.23
SO59028,34591.68,0,34591.68
SO45565,34558.11,0,34558.11000000001
SO44564,34537.23,0,34537.229999999996
SO58921,34434.86,0,34434.86000000001
SO47427,34400.79,15.667500000000002,34385.122500000005
SO57023,35218.6,863.5261,34355.07389999999
SO51771,34351.59,0,34351.590000000004
SO69528,34628.89,280.0392,34348.8508
SO45294,34284.24,0,34284.24
SO48071,34271.37,0,34271.37
SO44319,34250.31,0,34250.310000000005
SO67325,34321.29,82.37539999999998,34238.914600000004
SO49464,34217.99,0,34217.990000000005
SO47999,34148.34,0,34148.33999999999
SO55294,34168.94,52.265,34116.675
SO50218,34110.07,11.5964,34098.473600000005
SO57065,34113.73,76.26270000000001,34037.46730000002
SO43689,33997.39,0,33997.389999999985
SO50745,33997.24,19.8455,33977.394499999995
SO50662,33980.44,5.7278,33974.71220000001
SO51693,33973.69,0,33973.689999999995
SO46048,33952.12,0,33952.119999999995
SO57137,33951.16,0,33951.16000000001
SO44317,33919.18,0,33919.18
SO63132,33904.23,0,33904.23
SO53546,33869.8,0,33869.8
SO51155,33801.92,0,33801.92
SO59011,33871.87,145.59040000000002,33726.2796
SO49138,33688.75,0,33688.74999999999
SO57055,33674.6,0,33674.6
SO48050,33644.32,0,33644.32
SO51856,33634.28,0,33634.280000000006
SO63210,33632.76,0,33632.76
SO53512,33664.28,32.7165,33631.563500000004
SO50280,33636.63,6.4754000000000005,33630.154599999994
SO58975,33623.53,0,33623.53
SO57015,33607.8,0,33607.8
SO50282,33591.95,0,33591.950000000004
SO53548,33591.9,0,33591.899999999994
SO49825,33604.42,16.712,33587.708
SO69518,33669.6,90.4,33579.2
SO48333,33563.75,6.1684,33557.581600000005
SO69447,33789.74,271.2,33518.54000000001
SO69417,33513.25,0,33513.25
SO44114,33478.92,0,33478.92
SO45290,33469.83,0,33469.829999999994
SO44798,33438.72,0,33438.72
SO45814,33406.63,0,33406.63
SO58957,33361.63,34.641000000000005,33326.989
SO46363,33516.87,202.9512,33313.9188
SO46640,33293.81,0,33293.81
SO47031,33233.61,25.5629,33208.04709999999
SO49521,33205.13,0,33205.13
SO57068,33186.58,0,33186.579999999994
SO69406,33171.99,1.1462,33170.8438
SO47693,33133.92,4.8466000000000005,33129.0734
SO48380,33099.43,0,33099.43
SO46051,33074.26,0,33074.26
SO49114,33016.07,0,33016.07
SO43906,32983.64,12.350000000000001,32971.29000000001
SO65253,33256.67,285.9472,32970.7228
SO65269,32995.69,28.867500000000003,32966.8225
SO43843,32940.08,0,32940.08
SO69414,32910.64,0,32910.64
SO51729,32904.5,0,32904.50000000001
SO51138,36252.37,3350.7110000000002,32901.65899999999
SO47394,32926.83,39.953,32886.87700000001
SO47039,32903.06,17.7565,32885.30350000001
SO44488,32857.4,0,32857.399999999994
SO63133,32837.33,17.2006,32820.1294
SO65155,32798.29,0,32798.29000000001
SO58951,32841.06,44.382600000000004,32796.67740000001
SO48028,32765.37,9.5678,32755.802200000002
SO65189,32765.81,10.3124,32755.497599999995
SO61186,32743.4,0,32743.399999999998
SO49450,32730.16,0,32730.159999999996
SO43661,32726.44,0,32726.44
SO49499,32712.33,0,32712.33
SO43867,32672.99,0,32672.99
SO55243,32712.41,63.550900000000006,32648.859099999994
SO69449,32640.51,0,32640.51
SO57134,32632.75,0,32632.75
SO69429,32625.82,0,32625.82
SO45043,32576.67,0,32576.67
SO44779,32572.64,0,32572.640000000003
SO43891,32569.04,0,32569.04
SO48395,32562.59,0,32562.590000000004
SO45557,32554.91,0,32554.909999999996
SO49492,32553.12,0,32553.120000000006
SO43894,32492.54,0,32492.539999999997
SO67271,32467.93,1.1462,32466.783799999997
SO43895,32459.9,0,32459.9
SO69525,32445.36,0,32445.36
SO44112,32444.84,0,32444.840000000004
SO45570,32429.84,0,32429.84
SO44296,32383.13,0,32383.129999999994
SO63124,32382.21,0,32382.210000000006
SO50217,32359.86,0,32359.859999999997
SO63170,32316.91,0,32316.910000000007
SO50306,32266.59,8.0922,32258.497800000005
SO45813,32245.85,0,32245.850000000002
SO49822,32230.17,0,32230.170000000006
SO45815,32222.04,0,32222.04
SO48321,32208.32,11.015,32197.305000000008
SO50693,32210.25,14.729800000000001,32195.520200000003
SO69393,32229,45.2,32183.800000000003
SO51691,32164.22,0,32164.22000000001
SO48768,32159.43,0,32159.430000000004
SO63152,32133.22,0,32133.219999999994
SO69466,32061.68,0,32061.680000000004
SO69461,31964.27,0,31964.270000000008
SO61235,31850.38,0,31850.379999999997
SO55328,31915.74,78.81410000000001,31836.925900000002
SO49893,31887.17,99.9086,31787.261400000003
SO51793,31665.63,0,31665.630000000012
SO50716,31691.6,48.341,31643.259000000005
SO45520,31628.61,0,31628.61
SO44299,31624.75,0,31624.749999999996
SO53455,31642.5,30.792,31611.708000000006
SO53502,33018.69,1414.3210000000004,31604.368999999995
SO67284,31610.77,10.5534,31600.216600000007
SO45792,31578.75,0,31578.75
SO48396,31548.53,0,31548.530000000002
SO49488,31541.43,0,31541.43
SO50245,31537.79,1.4028,31536.38720000001
SO45810,31457.43,0,31457.43
SO57144,31339.26,11.3652,31327.894800000002
SO49518,31319.44,0,31319.440000000006
SO55331,31318.97,0,31318.970000000012
SO65255,31295.09,0,31295.09
SO45059,31282.47,0,31282.469999999994
SO48318,31311.39,49.400000000000006,31261.990000000005
SO50743,31207.05,5.7278,31201.322200000002
SO45780,31193.28,0,31193.28
SO67327,31161.81,7.9062,31153.903799999996
SO48023,31255.99,108.9912,31146.99880000001
SO49132,31143.9,15.667500000000002,31128.2325
SO69560,31101.19,56.565200000000004,31044.624800000005
SO69465,31001.29,0,31001.290000000005
SO43862,31000.71,0,31000.71
SO46032,30998.04,0,30998.039999999997
SO69442,31256.78,277.2921,30979.487899999996
SO55324,30988.29,66.7009,30921.5891
SO46055,30885.11,0,30885.109999999993
SO47673,30882.19,39.691,30842.499000000003
SO57157,30687.52,0,30687.52
SO48771,30663.1,0,30663.100000000006
SO44569,30635.47,0,30635.470000000005
SO67342,30634.92,0,30634.919999999995
SO69563,30610.59,0,30610.59
SO44767,30609.67,0,30609.670000000006
SO44556,30593.86,0,30593.859999999997
SO59013,30540.85,0,30540.85
SO51833,30591.22,75.0555,30516.1645
SO46036,30512.42,0,30512.42
SO61181,30499.9,0,30499.9
SO48397,30460.31,0,30460.31
SO51102,30410.42,0,30410.420000000006
SO57131,30407.53,0,30407.529999999995
SO57026,30381.35,0,30381.349999999995
SO48753,30333.69,0,30333.690000000002
SO50263,30252.33,0,30252.33
SO50209,30242.63,0,30242.629999999994
SO65156,30238.14,0,30238.14
SO57118,30219.43,0,30219.430000000008
SO50237,30203.19,5.7846,30197.4054
SO46058,30181.74,0,30181.73999999999
SO44555,30095.15,0,30095.15
SO48328,30063.55,0,30063.550000000003
SO50189,30041.95,0,30041.950000000004
SO48375,30038.99,6.6912,30032.2988
SO67333,30029.3,0,30029.3
SO45284,30015.76,0,30015.76
SO51791,30032.14,26.721,30005.418999999998
SO45318,29962.75,0,29962.75
SO46034,29936.36,0,29936.36
SO50294,29991.2,81.501,29909.699000000004
SO44496,29797.13,0,29797.129999999997
SO45288,29754.24,0,29754.24
SO44744,29751.28,0,29751.27999999999
SO47706,29731.5,0,29731.5
SO49515,29669.53,0,29669.530000000002
SO50195,29654.23,0,29654.230000000007
SO61263,29632.9,7.514400000000001,29625.385599999994
SO44783,29614.19,0,29614.19
SO46044,29597.97,0,29597.969999999994
SO65195,29631.03,43.26990000000001,29587.7601
SO63194,29584.94,0,29584.940000000002
SO45277,29534.94,0,29534.939999999995
SO67277,29534.12,10.5534,29523.566600000002
SO46343,29522.71,0,29522.709999999995
SO50661,29514.12,0,29514.120000000003
SO55259,29503.08,0,29503.079999999994
SO45798,29494.05,0,29494.049999999996
SO47676,29481.97,0,29481.969999999994
SO44301,29479.38,0,29479.379999999997
SO46059,29446.72,0,29446.719999999998
SO46364,40105.74,10659.6875,29446.0525
SO53541,31225.93,1802.7306,29423.19939999999
SO48761,29406.85,0,29406.850000000006
SO51733,31749.6,2418.06,29331.539999999997
SO45575,29325.85,0,29325.850000000002
SO65268,29320.61,0,29320.61
SO45797,29308.05,0,29308.05
SO44782,29226.24,0,29226.239999999998
SO46326,29220.83,0,29220.829999999998
SO45278,29200.49,0,29200.489999999994
SO65241,29173.24,0,29173.24
SO47680,29179.3,21.9345,29157.365500000004
SO69509,29149.07,0,29149.069999999996
SO61173,29140.5,0,29140.50000000001
SO53459,30487.63,1354.502,29133.128000000004
SO57088,29131.57,8.1026,29123.467399999994
SO67261,29064.25,0,29064.249999999996
SO55261,29207.02,182,29025.019999999997
SO53567,30705.09,1709.4639999999997,28995.62599999999
SO51104,29019.87,56.7795,28963.090500000006
SO65228,28953.26,0,28953.260000000006
SO47374,28923.05,0,28923.050000000003
SO53565,31154.25,2234.2916,28919.9584
SO50699,28921.8,5.2872,28916.512799999997
SO57185,28913.63,0,28913.630000000005
SO57083,28881.65,0,28881.65
SO47681,28880.06,5.7278,28874.3322
SO43662,28832.52,0,28832.520000000008
SO69399,28806.1,10.3124,28795.787599999996
SO46372,40638.63,11851.875,28786.755
SO45522,28786.22,0,28786.219999999998
SO45270,28770.59,0,28770.59
SO58959,28856.73,94.5,28762.230000000007
SO57161,28746.41,0,28746.41
SO57160,28744.81,0,28744.809999999994
SO65280,28722.04,0,28722.04
SO57130,28682.65,0,28682.649999999994
SO44550,28672.97,0,28672.97
SO63233,28644.02,0,28644.02
SO57120,28637.1,0,28637.10000000001
SO47726,28595.69,24.9694,28570.7206
SO44494,28557.88,0,28557.879999999997
SO45307,28547.05,0,28547.05
SO45539,28469.86,0,28469.86
SO44755,28416.42,0,28416.41999999999
SO58907,28421.24,8.1026,28413.137400000003
SO45052,28409.86,0,28409.86
SO45283,28395.19,0,28395.189999999995
SO61216,28386.6,42.339,28344.261000000002
SO57188,28343.11,0,28343.11
SO50228,28292.12,0,28292.120000000003
SO65281,28262.28,0,28262.280000000002
SO53499,28195.33,0,28195.33
SO61209,28194.08,0,28194.079999999998
SO63217,28142.4,0,28142.399999999994
SO44557,28122.97,0,28122.969999999998
SO46101,28097.08,0,28097.079999999998
SO65245,28094.4,0,28094.399999999998
SO45070,28091.4,0,28091.399999999998
SO45574,28078.51,0,28078.51
SO48791,28063.06,0,28063.060000000005
SO44078,28045.27,0,28045.27
SO61196,28038.4,0,28038.4
SO46673,28122,113.895,28008.105
SO53484,28063.05,87.5,27975.55000000001
SO58970,27952.5,1.1462,27951.3538
SO55322,28006.88,60.032500000000006,27946.847499999996
SO46951,27892.36,0,27892.36
SO45332,27877.4,0,27877.399999999994
SO67276,27849.14,19.4832,27829.6568
SO46026,27802.91,0,27802.91
SO67347,27804.33,35.942,27768.388000000006
SO45339,27763.77,0,27763.769999999997
SO57017,27729.43,0,27729.430000000008
SO45039,27722.11,0,27722.109999999993
SO58993,27721.32,0,27721.319999999996
SO69527,27709.98,0,27709.980000000007
SO63262,27709.11,0,27709.110000000004
SO65220,27686.54,0,27686.539999999997
SO44298,27666.45,0,27666.449999999997
SO57122,27722.06,79.5328,27642.527199999993
SO44309,27612.41,0,27612.409999999993
SO45799,27579.33,0,27579.329999999994
SO58915,27568.2,0,27568.199999999997
SO58911,27499.74,0,27499.74
SO55300,27486.95,0,27486.949999999997
SO47454,27463.28,33.957100000000004,27429.322900000003
SO45336,27311.56,0,27311.560000000005
SO67348,27319.3,11.3652,27307.9348
SO59067,27288.58,0,27288.579999999994
SO51112,28599.1,1323.8129999999999,27275.287000000004
SO48356,27258.31,0,27258.309999999998
SO51712,28821.6,1636.1537000000003,27185.446299999996
SO58922,27168.08,8.8392,27159.240799999996
SO45038,27123.61,0,27123.61
SO50720,27105.89,0,27105.890000000003
SO57024,27089.1,0,27089.1
SO63279,27078.8,0,27078.800000000007
SO50213,26985.2,0,26985.2
SO49507,26975.81,0,26975.81
SO44120,26967.08,0,26967.079999999998
SO57085,26886.08,0,26886.08
SO63247,26884.59,0,26884.59
SO50236,26844.75,5.7278,26839.022200000007
SO53456,26817.55,1.1462,26816.403799999996
SO53474,28431.49,1655.156,26776.334000000006
SO63173,26775.33,0,26775.330000000005
SO65235,26765.51,46.188,26719.321999999993
SO65154,26709.38,0,26709.38000000001
SO57076,26696.34,0,26696.339999999997
SO61267,26693.71,0,26693.710000000003
SO48767,26717.5,25.068,26692.432
SO45793,26685,0,26684.999999999993
SO63290,26673.61,0,26673.609999999997
SO58924,26653.32,0,26653.32
SO47053,26628.06,0,26628.059999999994
SO48340,26664.75,49.400000000000006,26615.35
SO45301,26592.12,0,26592.120000000003
SO49146,26597.09,15.667500000000002,26581.4225
SO61230,26579.9,34.641000000000005,26545.25900000001
SO47367,26522.97,0,26522.97
SO55305,26517.65,0,26517.65
SO47399,26560.53,51.300000000000004,26509.23
SO49533,26460.99,0,26460.990000000013
SO44075,26446.97,0,26446.97
SO67282,26440.51,0,26440.51
SO50698,26439.98,0,26439.980000000003
SO44481,26367.35,0,26367.350000000002
SO43853,26354.87,0,26354.870000000003
SO51150,28324.72,1996.2089999999998,26328.511000000002
SO69435,26319.76,0,26319.760000000002
SO47730,26305.43,0,26305.43
SO61241,26298.58,0,26298.579999999998
SO46028,26270.6,0,26270.599999999995
SO53551,28629.62,2367.951,26261.668999999994
SO57162,26225.72,0,26225.72000000001
SO61249,26203.7,0,26203.699999999997
SO69397,26194.94,0,26194.939999999995
SO44745,26171.91,0,26171.91
SO50232,26254.31,99.9086,26154.401400000002
SO44522,26149.23,0,26149.23
SO65224,26146.27,0,26146.270000000008
SO69421,26125.89,0,26125.89
SO46042,26119.05,0,26119.049999999992
SO44521,26112.23,0,26112.229999999992
SO65242,26092.98,0,26092.98
SO50246,26049.51,0,26049.510000000002
SO44313,26037.01,0,26037.01
SO69542,26034.73,0,26034.73
SO45783,26018.24,1.3224,26016.9176
SO46093,26009.31,0,26009.31
SO61175,25882.64,0,25882.64
SO69413,26162.71,405.98259999999993,25756.727400000003
SO46344,25738.27,0,25738.269999999993
SO49513,25731.51,6.1684,25725.3416
SO50311,25839.05,118.07379999999999,25720.97620000001
SO49062,25710.55,0,25710.550000000003
SO44079,25706.54,0,25706.539999999997
SO53569,26823.54,1133.087,25690.453
SO44133,25686.51,0,25686.510000000002
SO46341,25670.37,0,25670.369999999995
SO55236,25645.17,0,25645.169999999995
SO44780,25632,0,25631.999999999993
SO65176,25622.25,0,25622.249999999996
SO44758,25618.72,0,25618.72
SO57127,25600.72,0,25600.719999999998
SO57126,25592.31,0,25592.309999999998
SO50749,25585.04,0,25585.04
SO69479,25583.82,10.3124,25573.507599999997
SO57138,25604.32,76.98,25527.339999999997
SO45554,25517.39,0,25517.39
SO49101,25503.08,0,25503.08000000001
SO43909,25493.26,0,25493.260000000006
SO45561,25464.57,0,25464.569999999996
SO69522,25457.87,24.0624,25433.8076
SO63240,25411.31,0,25411.309999999998
SO63174,25409.16,0,25409.159999999996
SO58948,25385.84,0,25385.84
SO53468,27269.27,1986.499,25282.770999999993
SO50295,25309.46,47.5,25261.960000000003
SO49105,25187.47,0,25187.47
SO59059,25137.3,0,25137.299999999996
SO49113,25124.53,0,25124.530000000002
SO63245,25106.6,0,25106.600000000002
SO58926,25086.26,0,25086.26
SO61264,25064.96,0,25064.96
SO48755,24993.6,6.1684,24987.431600000004
SO61217,24995.11,44.2635,24950.846500000003
SO65250,24912.16,0,24912.16
SO44517,24901.86,0,24901.859999999997
SO59066,24889.11,0,24889.109999999997
SO53477,26294.81,1464.43,24830.379999999997
SO63293,24818.37,0,24818.37
SO58925,24805.77,0,24805.769999999993
SO65164,24805.06,10.3124,24794.747600000002
SO49084,24715.31,0,24715.309999999998
SO48310,24679.62,0,24679.620000000006
SO63222,24673.5,0,24673.5
SO63251,24666.9,0,24666.900000000005
SO48052,24644.21,0,24644.210000000003
SO49078,24617.19,0,24617.190000000002
SO46348,32596.31,7988.75,24607.56
SO45805,24604.66,0,24604.659999999996
SO65218,24598.26,0,24598.26
SO46052,24582.69,0,24582.69
SO45069,24552.09,0,24552.089999999997
SO49117,24520.05,0,24520.05
SO53615,26121.45,1603.5994,24517.850599999994
SO45266,24509.77,0,24509.77
SO51108,24633.36,159.16559999999998,24474.194399999997
SO63214,24495.52,38.423,24457.097
SO43664,24432.56,0,24432.560000000005
SO57019,24430.33,0,24430.329999999998
SO46039,24424.08,0,24424.079999999998
SO48754,24351.93,0,24351.93
SO61229,24338.64,3.1239999999999997,24335.516000000007
SO46367,24278.01,0,24278.010000000002
SO65221,24253.07,0,24253.069999999996
SO49125,24252.07,0,24252.070000000007
SO45296,24242.85,0,24242.850000000006
SO49495,24248.31,15.667500000000002,24232.6425
SO53533,26140.2,1926.68,24213.52
SO46087,24144.98,0,24144.98
SO63280,24142.32,0,24142.320000000003
SO45809,24087.52,0,24087.519999999993
SO45074,24030.64,0,24030.64
SO51704,26053.17,2026.898,24026.271999999997
SO63156,24025.39,0,24025.389999999996
SO45065,24025.02,0,24025.019999999997
SO63200,24027.06,8.1026,24018.9574
SO48769,24016.32,0,24016.320000000003
SO67272,24103.08,100.7416,24002.3384
SO63209,23994.78,0,23994.780000000002
SO44293,23983.73,0,23983.729999999996
SO57082,23983.57,0,23983.57
